gaia_source_id,mass_st,sma,ecc,mass_pl,inc,Omega,omega,M_anom,period
5479559378348931200,0.4160697798482565,3.712116812391217,0.011005127834671162,50.19684406695395,45.60170843059928,343.6004774765367,245.56750109025074,146.7538755091635,11.087901637265656
5481069145252396928,0.3644776846110203,9.799376507125247,0.6508446567966271,21.114495764160925,34.581148285993656,323.7391186150586,174.61930698192617,169.95497974908494,50.811520916102445
5481478983915584256,0.560486469058959,3.4149030030565277,0.2674602104457966,49.75129808746992,51.53964964118122,332.2165232983554,193.01030856174944,6.859435300763166,8.429173486685988
5481618557469377408,0.5264924173999096,3.1923086066668116,0.529879161506354,7.140020841122822,63.15198587224236,302.0180288033671,302.80639910209055,107.5924200312349,7.860700377369282
5482185145257567232,0.5252949961331507,16.77424324997957,0.032841123329446914,25.134746304888605,148.30446372374487,289.58148069617005,49.66433206723708,63.570604190320125,94.79005450738578
5482595954586693376,0.410648262985872,8.334887887702772,0.7295403645459527,37.14131953912109,65.41909038209768,245.3504232872241,238.6285917697038,8.030978487672096,37.5504070118905
5484066448309985152,0.2314703477775935,1.0277944980298441,0.33833158593942037,55.315743737274715,74.03664605859032,133.33483337707094,137.235295706909,260.1819145639063,2.1657670928863038
5484571119849822464,0.5396114955747411,3.9307014967105793,0.17190257444772303,29.462877464284652,67.45866347502206,342.834158519927,140.1423690353595,278.32631621463815,10.608756948304318
5484571119849822464,0.5396114955747411,4.265332788910238,0.6129956718788754,51.48890194500561,140.85229007443638,258.743942398016,130.9277893226537,313.43061363411493,11.991921732867395
6710367263011848576,0.2798771122729656,5.56262359094634,0.10448931241871112,48.42992688411508,133.28614875875823,278.56142634318263,193.5407219216016,209.49201013790176,24.79909417269046
6711355620886107392,0.4578630433214665,5.235364986273622,0.7608631209361915,9.277679110233578,49.031700014369996,254.14808719811532,19.621679306463644,267.35577133128265,17.703235672885675
4664063664304057216,0.1754474928826814,1.8381952970904771,0.23566893456739207,49.233295620755506,67.63631034373094,49.406873211680214,66.58832051312439,4.02179171654081,5.9499578982462
4664824659484139008,0.7098644997345429,3.5101412282114177,0.1365456592017349,63.555763683414064,106.32471312651313,109.39367317715876,151.82467236208768,224.53694509422317,7.805471758398691
4664969524438163584,0.5861068776399674,1.5736084020458254,0.0029793015730606755,15.999336370418238,92.89429595975885,24.919304396753304,63.75668256847571,354.70244956386995,2.578437387479043
4665366619931917824,0.3816524325033661,3.2234898154691263,0.2609189473783113,60.79731229333667,169.59447306450457,208.88032612707022,309.8875100159945,223.88865683525304,9.368184520584435
506712892903947008,0.4327403908159034,6.581924012890299,0.18337705437194338,29.95179025961285,107.00590535909666,21.757962592137368,26.971641369439713,3.952290266670291,25.669391854734307
3116065985196889216,0.6823549591539034,2.844532986139952,0.43399886978165714,73.2420000157423,118.14801312665779,178.60278942309478,39.73717967953283,291.2603558000157,5.807795092543985
4514069284496130432,0.6505862016164793,14.82446273010303,0.23793664473223242,10.719292741281665,82.97309870519547,38.19687845276412,74.0166243811079,269.67220685405846,70.76459408516338
4052121633175747200,0.1875764697383111,2.969357499659921,0.5986412539602264,35.373604450933456,82.99774440046781,307.2043709764533,40.89757502531806,318.3231660648615,11.81420638254134
1856509925925738240,0.3176513253467739,3.3485841199435753,0.5045191609591362,39.502462450962376,107.47090199474695,130.05698409162602,146.95843492647097,124.2161799146482,10.872176249740798
1856656298413618560,0.296664683367747,1.3296059516532883,0.314338885860021,57.818482130126405,119.90831215757927,93.46834095183634,358.0810151856756,165.00663065122666,2.814825660046041
5341060014664247040,0.4764427703359771,3.6865254735163266,0.10140365902981922,16.466968808240072,26.459592443374994,234.06667176735266,334.42632860433685,47.839147240004046,10.254641642150473
2172353059135725056,0.7582132252243039,13.252730333484955,0.6078403723092191,53.59877088889265,143.89625836008312,165.18603048499017,137.78460811201955,245.07896944030824,55.406710120512024
2172375427325782016,0.4328010555061924,12.068957261738555,0.5084318354699378,2.438260665877401,114.61604016063784,192.2439240569327,39.543171868202094,294.3239105646888,63.73242865074325
5776577944783729408,0.5696080929286939,8.678575839881537,0.271012499996818,39.8372494762888,48.68820425757908,144.65867268610012,273.1693432453931,195.24035907094623,33.875414579817864
5776716483248901760,0.120838715418011,1.0287898533959847,0.8039443163757075,38.54447242167347,155.90642438515695,52.890159341252165,308.44062354235433,357.87287406259156,3.0018359785115587
5776782453946799872,0.3972397144327284,2.0416047893308695,0.2641118035777031,56.359620524611195,88.58699295604939,1.87038971052655,159.28145572266672,70.46109907661508,4.628403179471836
5778248652702908032,0.5540413990945846,9.73207466627539,0.5842476705968822,64.91102101120899,87.13461012364546,8.242628511764112,118.7072391609071,152.25387228149611,40.788434757975864
5778681276170063232,0.2300503471923061,1.7543768670523352,0.3158047174465541,61.31988582036361,139.46579961578473,4.546663558097435,217.32240209471306,220.47516670839093,4.844766960068915
3673818650227891840,0.4757097114864757,2.694731481025078,0.7795960678567377,36.46515004753099,36.47670226534296,247.80510888418212,22.082990873616495,304.50705221419565,6.413605385344899
3673821669589275520,0.6013425825200376,1.6417063618207643,0.9527507618019969,61.965123491541334,119.29350217786508,177.29421156461132,342.2381413477631,243.59779444732553,2.712578046041686
3675105693014139264,0.5216781204382019,1.3154374980744672,0.9718520353299277,37.41790859950111,74.02228531597851,15.58800694342036,141.70637454324532,92.95504459826462,2.088834420950664
3675151911155986304,0.1678387507089904,4.2138861803760586,0.678111195192978,69.94029518498239,53.1023436919514,77.92538936807465,27.27206819538283,198.4490933649772,21.11436778787228
3676465342219654784,0.4774730758097731,5.161692511248185,0.36685500613849487,65.56768777318786,18.31351290908493,240.51998774143235,316.51016624502415,319.59149282460106,16.971246858845596
3676667240041973376,0.4455347439391119,4.628179009400088,0.2673589916803059,44.957961946586444,48.33317687910806,333.05670870322115,168.58281714423993,194.417562826868,14.916757651554311
3676788912171227520,0.3872432774571812,2.3488762891807013,0.4249916105496909,65.39320380159138,148.07563242927804,284.15890916975076,161.45652618700942,31.463241790190715,5.7849321862379455
3677040219297673344,0.6028358860884386,4.254151870202637,0.821121147762873,73.58593389508468,86.48723927071546,316.9878065308667,353.470008687014,345.98991345650285,11.301079655563775
3677448412989388032,0.374867293609425,3.81669614905127,0.1740454174426431,8.299840445339358,57.039745723671416,127.67087536586614,245.44804061154488,359.462043974364,12.178466467814618
3677887221207985664,0.40469524908479,2.848806199077241,0.8791499181565764,8.045182910344986,50.41528225234437,349.2503970381001,12.793586655137386,157.5484210373261,7.5584075523135965
3678539369042320384,0.3770260725175448,2.4554491353902725,0.3392162112150701,59.146209589509084,98.06446041399957,28.956063669695723,118.27354565773369,335.01049357286126,6.266293337601574
